Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue ID,Venue Category,Venue Latitude,Venue Longitude,Venue City,Venue State,Likes,Rating
Brighton Beach,40.57682506566604,-73.96509448785335,Plaza De Oceana,5070ffbce4b0f7be6ddcfeb8,Nightclub,40.57635077488276,-73.95903763820755,Brooklyn,NY,0,N/A
Brighton Beach,40.57682506566604,-73.96509448785335,La Diva,4d0d600ce0b98cfaa58edb93,Nightclub,40.5797589,-73.973199,Brooklyn,NY,0,N/A
Brighton Beach,40.57682506566604,-73.96509448785335,Penguin Roof,53a786c5498e6bfe187fc093,Lounge,40.580199,-73.964534,Brooklyn,NY,0,N/A
Sheepshead Bay,40.58689012678384,-73.9431864048298,Atlantis boat,51b80936498e4e38c705952b,Nightclub,40.58373257696705,-73.94705243810533,New York,NY,1,N/A
Sheepshead Bay,40.58689012678384,-73.9431864048298,Taboo,4d3a54c41fc36dcb204865f5,Lounge,40.59327957077613,-73.947982350916,,NY,1,N/A
Sheepshead Bay,40.58689012678384,-73.9431864048298,Esquire Lounge,50c4e236f136cb388e0a7a1a,Lounge,40.58691572014382,-73.95253658294678,Brooklyn,NY,5,6.4
Sheepshead Bay,40.58689012678384,-73.9431864048298,Falada,5264ca2211d2657128787615,Lounge,40.583802820703795,-73.94781158002094,Brooklyn,NY,13,7.4
Sheepshead Bay,40.58689012678384,-73.9431864048298,Chocolat,531a693f498ec8b0799c0c19,Lounge,40.59300473422855,-73.94791346863893,Brooklyn,NY,3,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Jazz. Club,4eccd8d5f7908e99a1a31593,Jazz Club,40.61530735813873,-73.95474991497144,Brooklyn,NY,8,7.2
Manhattan Terrace,40.61443251335098,-73.95743840559939,Клуб Сон ft. DJ Подушка,519eddda498e85253745e361,Nightclub,40.61175729013029,-73.95021527144142,Brooklyn,NY,1,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Club Charmed,4e58841918a82d0a33562106,Nightclub,40.60876846987399,-73.95830574083865,Brooklyn,NY,0,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Eltous Night Club,4dc76951e4cd169dc67d249c,Nightclub,40.613140656058675,-73.96309567674058,Brooklyn,NY,0,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Passion Night Club,4bef5f335e4aa593b9fa58bb,Nightclub,40.613058,-73.96307,Brooklyn,NY,0,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Lux Lounge BK,4bd256b977b29c7453a68e82,Lounge,40.611118,-73.961539,Brooklyn,NY,0,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Myst Lounge  NY,55930639498e29f082875826,Lounge,40.60635668708937,-73.96168369564757,Brooklyn,NY,5,6.4
Manhattan Terrace,40.61443251335098,-73.95743840559939,Shadow Lounge,532d11af498e0f24d52d3e62,Lounge,40.606445570517,-73.96175831279328,Brooklyn,NY,0,N/A
Manhattan Terrace,40.61443251335098,-73.95743840559939,Horus Grill,4bd0d7a8a8b3a593e5c2645f,Lounge,40.60633787623896,-73.96488307551702,Brooklyn,NY,2,N/A
Flatbush,40.63632589026677,-73.95840106533903,Pelican Reef,58e9c71761052829b6a14ccf,Lounge,40.63967,-73.954735,Brooklyn,NY,1,N/A
Flatbush,40.63632589026677,-73.95840106533903,The Umbrella Factory,58105e2f38fa7ea05357e2f5,Music Venue,40.63439,-73.95026999999997,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,murrette banquet hall,51d0a723498e55d2bb9b759f,Concert Hall,40.6430857822755,-73.95781504409862,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,Cafe Omar,4eb5b57a7ee5024d7f260e61,Music Venue,40.64336018302179,-73.94902256804588,Brooklyn,NY,6,6.9
Flatbush,40.63632589026677,-73.95840106533903,Conrad Oliver's Front Door,4fc71a66e4b0824ae393b57e,Nightclub,40.633391091362455,-73.96564984391414,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,F1 Lounge,4caf57ae75ebb60cc078bbad,Lounge,40.63972658251667,-73.95481096046801,Brooklyn,NY,13,6.9
Flatbush,40.63632589026677,-73.95840106533903,Privé,59bdf4a4a795bd2dccb722df,Lounge,40.635444,-73.950537,New York,NY,4,6.4
Flatbush,40.63632589026677,-73.95840106533903,Ifetayo Cultural Arts Academy,4fd3d8b5e4b098b082884479,Concert Hall,40.63250350952149,-73.9472885131836,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,E2 Music Studio,5019cf7ce4b04f9ecefdf514,Music Venue,40.62989788747527,-73.95865306718656,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,Empire cricket club,4f5d33c3e4b035e3152cc08d,Nightclub,40.642666523306325,-73.95147235416925,,NY,1,N/A
Flatbush,40.63632589026677,-73.95840106533903,Ruby Collins Music Place,4ba6b8d3f964a5206a6b39e3,Piano Bar,40.63621996566493,-73.9538774348646,Brooklyn,NY,1,N/A
Flatbush,40.63632589026677,-73.95840106533903,soca  singin night,5719ab78498ec5b7a4bab304,Lounge,40.635371,-73.95020799999998,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,Walt Whitman Hall - Brooklyn College,4dc5e70fc65b89d3ca7bb7c2,Concert Hall,40.6312105257032,-73.94889999613949,Brooklyn,NY,4,N/A
Flatbush,40.63632589026677,-73.95840106533903,Brooklyn Vibes,5195cac7498e0b81399c39db,Lounge,40.64318442832643,-73.95755767822266,Brooklyn,NY,2,N/A
Flatbush,40.63632589026677,-73.95840106533903,515,508f4eaae4b060c06793d728,Lounge,40.635737,-73.951479,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,Kingdom Come,4f0d226ae4b03684a4124eb0,Nightclub,40.633923598115416,-73.9651447528651,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,Visions Lounge,4bda7c1e2a3a0f47184aabb6,Lounge,40.63922127567578,-73.96878941425452,Brooklyn,NY,2,N/A
Flatbush,40.63632589026677,-73.95840106533903,Club Pink,53533dd1498e263e05d5ce07,Nightclub,40.630380976881256,-73.94807419391397,Brooklyn,NY,0,N/A
Flatbush,40.63632589026677,-73.95840106533903,J&M lounge,50d6a9e2e4b025216417a76d,Lounge,40.641885,-73.951554,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,The Content Kingdom,575cb750498e2b7bca6dce7c,Lounge,40.671132,-73.941439,New York,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,New Heights Lounge,4d1e99e35c4ca1cd6963923d,Lounge,40.67445812116979,-73.93319358524197,Brooklyn,NY,10,6.9
Crown Heights,40.67082917695294,-73.94329119073582,Nowhere Studios,536d88d3498ed3af9f8d173e,Music Venue,40.67768680417958,-73.93907691039519,Brooklyn,NY,5,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Nook & Crannies,52c71044498e19d4b2b14b0b,Lounge,40.6650812006776,-73.95186493996441,Brooklyn,NY,3,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Small House,5b4976539deb7d002c68925f,Nightclub,40.676437,-73.944627,New York,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,The Sky Lounge,52226ba811d2f16855c34a50,Lounge,40.673935,-73.949423,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,D’kalabash,5bb028fab8fd9d002c37a713,Lounge,40.680649,-73.949966,New York,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,PURPLE LOUNGE,4deab347e4cdc079f48bd77d,Lounge,40.67815445116239,-73.93857969332925,Brooklyn,NY,1,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Studio 10,4f77ea23e4b09a0a54459478,Nightclub,40.67924915334585,-73.94947479422788,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Acoustik Lounge,5945afa831fd1427cbc8b8f9,Lounge,40.677788,-73.939087,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,The Lytle Banks,4ea9fe1702d52c460aa6fa47,Piano Bar,40.669591586909945,-73.95225874422981,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Lowkey Lounge,513c3fabe4b0b36e0891325e,Nightclub,40.66053144113226,-73.94006072830369,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Brooklyn Exposure,4c35432a213c2d7f8df8395d,Lounge,40.67519228965666,-73.95340128278846,Brooklyn,NY,14,6.2
Crown Heights,40.67082917695294,-73.94329119073582,The Butterfly Lounge,517c5ac1498ee8a7c459c798,Nightclub,40.67154868250433,-73.95091556511123,Brooklyn,NY,4,N/A
Crown Heights,40.67082917695294,-73.94329119073582,The Canopy Lofts At Eastern Parkway,4c07161d0e0a2d7fbdecec0c,Nightclub,40.670179,-73.949011,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Tiesto' Spaceship,4d584137d1a08cfa56d20dba,Nightclub,40.671354,-73.950233,,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,Manjuck,4f1b95afe4b0d9f8b98dd72e,Lounge,40.66903778123407,-73.95243668606233,Brooklyn,NY,0,N/A
Crown Heights,40.67082917695294,-73.94329119073582,1260 Atlantic Avenue,5345bf5b498eea5b672dc0ba,Music Venue,40.67832594081587,-73.95049079712244,Brooklyn,NY,100,7.7
Crown Heights,40.67082917695294,-73.94329119073582,Secrets Lounge,4c26e895c11dc9b636e32924,Lounge,40.673913974872335,-73.95074815416035,Brooklyn,NY,7,6.1
East Flatbush,40.64171776668961,-73.93610256185836,LYLBYT,4dfd86988877e9c47496cf6c,Nightclub,40.6488171,-73.93049794,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Jammins Entertainment Complex,4f32bc5f19836c91c7f4d456,Concert Hall,40.637111,-73.930835,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Tropical Reflections,4dcec3df1f6eb122708326ee,Music Venue,40.63508676193384,-73.93320639010612,Brooklyn,NY,9,6.6
East Flatbush,40.64171776668961,-73.93610256185836,Underworld Studio,4c91a160b641236a9d678379,Music Venue,40.64429282282557,-73.94626028662924,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Round 2 Cafe,581ec50f195c4b4b898482f4,Lounge,40.644128849752214,-73.92944572863715,New York,NY,3,5.7
East Flatbush,40.64171776668961,-73.93610256185836,Pulse Fesitval Grounds,501375fae4b0c79e47de3877,Music Venue,40.63481421163117,-73.93418244527307,Brooklyn,NY,1,N/A
East Flatbush,40.64171776668961,-73.93610256185836,VISION Masquerade Ball,4eab820a2c5b5d71e74365f8,Music Venue,40.64415298995753,-73.93368301261931,,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Green Lite Lounge,53faa989498ec603300f4cd0,Lounge,40.637111064513135,-73.93469909838872,Brooklyn,NY,4,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Soca Party Central,4c82de4674d7b60c1c0285d8,Nightclub,40.636937,-73.93099699999998,Brooklyn,NY,1,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Tropical paradise ballroom,4f9cd73ee4b065054c9a7de9,Nightclub,40.63943878623807,-73.92903880142123,Brooklyn,NY,2,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Purpose Publishing Studio,4f870f9ce4b005c38efbac97,Music Venue,40.649848029270395,-73.93264395895358,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,The Boof,4f04c467e4b04f7575c0662e,Music Venue,40.64087145667927,-73.92468726412294,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Tropical Sunset Hall,4d0d7328873e6a31840b5bd6,Lounge,40.63489654623374,-73.93348217010498,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Pulse 48,4fadfa28e4b0d39d52e1c710,Nightclub,40.63642013147006,-73.93057960438058,Brooklyn,NY,10,7.0
East Flatbush,40.64171776668961,-73.93610256185836,D & T Lounge,4db3965993a017099dc83b24,Lounge,40.64215986779738,-73.92837287327444,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Matrix Lounge,4db3c4235da3a76f443151a5,Lounge,40.63241365720162,-73.93371247385366,Brooklyn,NY,8,6.1
East Flatbush,40.64171776668961,-73.93610256185836,Royal Lounge,50c42587e4b0e2b40c7b9429,Lounge,40.63240501644718,-73.93386671213577,Brooklyn,NY,1,N/A
East Flatbush,40.64171776668961,-73.93610256185836,tovah Lounge,4f656f3ae4b0bf1012d8a781,Lounge,40.63257609329021,-73.93367153139377,,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,The Executive Lounge,55703e97498e7e23cb54984a,Lounge,40.649587889917676,-73.92742564395719,Brooklyn,NY,1,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Artic Grape City,4fbdacaae4b0fbe4cabc108f,Lounge,40.649715,-73.92815300000002,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Naughty Neon 2,4f41cdefe4b0102f0f0cf4d8,Nightclub,40.63700415585366,-73.93082416647027,Brooklyn,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Brooklyn Beats,4d45a9d12e326ea86050f0a6,Music Venue,40.65158618528983,-73.93304580357288,,NY,0,N/A
East Flatbush,40.64171776668961,-73.93610256185836,Bnz's room,4fe314c7e4b06f0889417c35,Nightclub,40.64275360107422,-73.94966125488281,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,Tiferes Mordechai,4cc6257c01fb236a15c8b5ba,Music Venue,40.63986599619224,-73.97921793045866,Brooklyn,NY,4,5.9
Kensington,40.64238195800353,-73.98042110559473,Prospect Range,542744a0498e5abfe7282272,Concert Hall,40.65313274568332,-73.97660654989456,Brooklyn,NY,1,N/A
Kensington,40.64238195800353,-73.98042110559473,Pacya NYC,4c1da36ffcf8c9b63a33ac0b,Nightclub,40.63870636549626,-73.9910920903278,New York,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,Drooz,4e11dd12ae602afe96c05e32,Lounge,40.635801,-73.97825300000002,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,The Red Room (VIP),52bf647611d2cc51f4eb4452,Nightclub,40.6463918393119,-73.97798538208008,Brooklyn,NY,1,N/A
Kensington,40.64238195800353,-73.98042110559473,Z Diks Vomitorium,4f31f5b0e4b015f62bd8fbbc,Lounge,40.643302,-73.971456,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,The Squeeeps Lounge,528312ad498ef3b6a863c1d8,Lounge,40.643766,-73.988629,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,Fractal Love,4d577aabafe4b60cc7694561,Nightclub,40.636293,-73.975122,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,Bobov Chasuna,4d3e41e3d625224b2e72a1fa,Concert Hall,40.64254224300385,-73.99406790733337,,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,Purgatory,4f6729e2e4b062549d8aff56,Rock Club,40.65219788494557,-73.97375407830644,Brooklyn,NY,0,N/A
Kensington,40.64238195800353,-73.98042110559473,4219 parttty,4fb8630ae4b0aeab77a98ad1,Nightclub,40.64098336131439,-73.99346798192728,Brooklyn,NY,0,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,Brooklyn Music Shop Homestead,5bc2a6b66fd6260039cf6dc7,Music Venue,40.658534,-73.979835,New York,NY,0,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,The 509,4bca3cf5fb84c9b686c51c3e,Lounge,40.65805521598001,-73.98149454138091,Brooklyn,NY,0,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,Hootenanny Art House,4b9f8087f964a520092737e3,Music Venue,40.66200763557706,-73.98195281136725,Brooklyn,NY,8,7.6
Windsor Terrace,40.65694583575104,-73.98007340430172,Quarter Bar,49eb9ebef964a52002671fe3,Lounge,40.66182163529663,-73.99299519203002,Brooklyn,NY,81,8.1
Windsor Terrace,40.65694583575104,-73.98007340430172,Street Flow Music Studio,4e492c4762845e1d3cb463ee,Music Venue,40.65915053257275,-73.988389047438,Brooklyn,NY,0,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,Mass Effect HQ,4df1536e7d8b18e17225a7fc,Music Venue,40.66395900000001,-73.98174200000003,Brooklyn,NY,0,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,Perpetual Cake Studios,4bad41e9f964a520dc3e3be3,Concert Hall,40.65978152195903,-73.99267315864562,Brooklyn,NY,1,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,3AM,56666cb6498e2d33ab7021ae,Nightclub,40.66743414553758,-73.9768705592111,Brooklyn,NY,2,N/A
Windsor Terrace,40.65694583575104,-73.98007340430172,New York Philharmonic Summertime Classics,4ffb5fc3e4b063a95ddbf19e,Concert Hall,40.662321401398884,-73.97508561960214,New York,NY,25,7.6
Prospect Heights,40.67682226225472,-73.9648592426269,haus of eleganza,55e21200498e6ef8dc198108,Lounge,40.68148199184221,-73.96507938438229,Brooklyn,NY,4,N/A
Prospect Heights,40.67682226225472,-73.9648592426269,Friends and Lovers,52bf85d3498e399d44431a7f,Nightclub,40.67862958765238,-73.95871240276702,Brooklyn,NY,305,8.2
Prospect Heights,40.67682226225472,-73.9648592426269,Murmrr Theatre,599548726e4650766a5b30c4,Music Venue,40.6733485167329,-73.96788976094872,Brooklyn,NY,28,7.1
Brownsville,40.66394994339755,-73.91023536176606,Nia Production Co,4f32c72819836c91c7f98b2e,Concert Hall,40.654451,-73.909181,Brooklyn,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,Port O Calls,4dc60f01e4cd169dc65dd8a8,Rock Club,40.67485647498007,-73.90848706139764,New York,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,Strauss Room,4c38ffbc1e06d13a25db783e,Lounge,40.665787498238004,-73.91538117422981,Brooklyn,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,beehive club 990 atlantic ave,4f7136a8e4b05d91e379d3b8,Nightclub,40.6565709921621,-73.91586333324801,Brooklyn,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,Steel Horses M.C. Clubhouse,4e17ec5aa8097d08b2325ffb,Lounge,40.65174922162633,-73.90850879488832,Brooklyn,NY,2,N/A
Brownsville,40.66394994339755,-73.91023536176606,karaoke gardens,5336914c498e5182ca4d3a94,Lounge,40.67120361328125,-73.9168930053711,Brooklyn,NY,2,N/A
Brownsville,40.66394994339755,-73.91023536176606,Pitant Sport Club,4cedf6a713aea143d4226b9f,Lounge,40.65644451314322,-73.91611872115634,Brooklyn,NY,1,N/A
Brownsville,40.66394994339755,-73.91023536176606,502 East 95th Street,4f653379e4b09987d218757e,Lounge,40.65642070339283,-73.9161258851573,,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,Destiny Lounge,4f9cbd03e4b03d83ed0314eb,Lounge,40.65902326282254,-73.91616187226181,Elizabeth,NY,0,N/A
Brownsville,40.66394994339755,-73.91023536176606,Club V.I.P,4ed1dc4c5c5c9528fb15b5b4,Nightclub,40.66438868559064,-73.92177996263088,,NY,1,N/A
Brownsville,40.66394994339755,-73.91023536176606,Nik's Studio ,4eba10fb02d5860f85653798,Music Venue,40.662066028017996,-73.92375149864078,Brooklyn,NY,0,N/A
Williamsburg,40.707144393442505,-73.95811529220926,Bembe,40cf8d80f964a5202b011fe3,Nightclub,40.711117799778684,-73.96524678477205,Brooklyn,NY,226,8.0
Williamsburg,40.707144393442505,-73.95811529220926,TBA Brooklyn,51467a10e4b0ab7c9d248386,Nightclub,40.71111107469506,-73.96643518688613,Brooklyn,NY,212,7.5
Williamsburg,40.707144393442505,-73.95811529220926,Black Flamingo,557740d9498e3558ccc319db,Nightclub,40.710593450842,-73.95423488401335,Brooklyn,NY,335,8.3
Williamsburg,40.707144393442505,-73.95811529220926,Knitting Factory,4aa6ccdaf964a520064b20e3,Rock Club,40.71421851534021,-73.95575557482657,Brooklyn,NY,501,7.7
Williamsburg,40.707144393442505,-73.95811529220926,Baby's All Right,5261525c11d2bf8a5e104a61,Music Venue,40.710071,-73.963449,Brooklyn,NY,934,8.6
Bushwick,40.69811611017901,-73.92525797487045,House of Yes,4a46e401f964a520a0a91fe3,Nightclub,40.70677660225685,-73.9237041090557,Brooklyn,NY,575,9.3
Bushwick,40.69811611017901,-73.92525797487045,Gold Sounds,56bedd7d498eaba7f9a73103,Music Venue,40.70277558891003,-73.92946686351638,Brooklyn,NY,42,7.7
Bushwick,40.69811611017901,-73.92525797487045,Market Hotel,56720e6f498ee24e39b815bc,Music Venue,40.69691873235465,-73.93458455801009,Brooklyn,NY,100,8.8
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Str8 West Coastin',5219251c11d2089b7a3cb7e0,Music Venue,40.69084187867364,-73.94578384613578,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Forthelovers Studios,50c7c0d0e4b0af5db85362e9,Music Venue,40.685399,-73.94921,Brooklyn,NY,2,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,TraxStudios,4f2071dde4b08ed6b46dd42a,Music Venue,40.683386,-73.935939,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,The Post,506506a3e4b0916c4c734d5b,Lounge,40.685046121818736,-73.95044487620288,Brooklyn,NY,1,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Space Place,4eacac8f61af352e5cd21326,Rock Club,40.69534796934264,-73.94830380121802,Brooklyn,NY,2,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Skinos,4df80f3062847bdf4feb5713,Lounge,40.69215962338116,-73.9329654347156,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,The Pow Wow,56935bc9498ed7ce4e4a2039,Music Venue,40.688782,-73.955286,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Casa De Fish,4f8f0048e4b007514d70c591,Lounge,40.689136,-73.955022,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Mixcloud.com/octane31,51d7998e498e03f377547c0a,Music Venue,40.684549,-73.93316300000002,Brooklyn,NY,0,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Sugarhill Supper Club,4ae3e427f964a5207f9921e3,Nightclub,40.6916789781193,-73.95176036844492,Brooklyn,NY,45,6.8
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Tree House Bk,5658f375498efa94683f3422,Lounge,40.682830515272,-73.93789465447449,New York,NY,18,6.9
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,Onyx Lounge,4fcaeca7e4b02fed0e1ff674,Lounge,40.68856294521953,-73.93657051925872,Brooklyn,NY,2,N/A
Bedford Stuyvesant,40.68723160772045,-73.94178488690297,SKVLL CITY,5116b0e1e4b0ec51090b8e1d,Lounge,40.688267,-73.953292,Brooklyn,NY,2,N/A
Brooklyn Heights,40.69586372272408,-73.99378225496423,M Club Lounge,575e1bf9cd10eadae2b0d500,Lounge,40.69353596674606,-73.98870879060344,Brooklyn,NY,4,N/A
Cobble Hill,40.687919722485574,-73.99856139218463,Public Records,5ca686ef0868a2002c93dd69,Music Venue,40.682251,-73.98685,New York,NY,17,N/A
Cobble Hill,40.687919722485574,-73.99856139218463,Abilene,43cd1428f964a520cf2d1fe3,Lounge,40.67885737510264,-73.99761573857809,Brooklyn,NY,253,7.9
Carroll Gardens,40.68054023107649,-73.99465372828006,The Bell House,4901ef67f964a5205b521fe3,Rock Club,40.673703858502996,-73.9916982461668,Brooklyn,NY,1095,8.8
Red Hook,40.67625323025089,-74.01275897473559,House of Love,5712e40d498e21b5d06842a9,Music Venue,40.67640855487921,-74.0113426563221,Brooklyn,NY,0,N/A
Red Hook,40.67625323025089,-74.01275897473559,Composition Workshop Inc.,4f32ba1b19836c91c7f3d4ea,Concert Hall,40.682539,-74.00421300000002,Brooklyn,NY,0,N/A
Red Hook,40.67625323025089,-74.01275897473559,The Brooklyn Terminal Project,4fb52f3b754a50b569983569,Nightclub,40.682777827981006,-74.00801539421082,Brooklyn,NY,1,N/A
Red Hook,40.67625323025089,-74.01275897473559,Union Street Collective,4c3f0bc6db3b1b8de8346695,Concert Hall,40.68251400000001,-74.004015,Brooklyn,NY,0,N/A
Red Hook,40.67625323025089,-74.01275897473559,Funktion House,59b9de5272475026b99ccc47,Nightclub,40.67907,-74.010902,New York,NY,1,N/A
Red Hook,40.67625323025089,-74.01275897473559,Sweet Touch Rooftop Bar & Grill,4c003b21ca1920a1ca13ee81,Lounge,40.678686002270425,-74.00443457807498,Brooklyn,NY,0,N/A
Red Hook,40.67625323025089,-74.01275897473559,Jalopy Theatre and School of Music,4a723c68f964a520adda1fe3,Concert Hall,40.68144088344707,-74.00451087565631,Brooklyn,NY,55,9.0
Red Hook,40.67625323025089,-74.01275897473559,Bomba Billiards And Bar,4fefb6c4e4b000351a7a4ef6,Lounge,40.680604,-74.009078,Brooklyn,NY,2,N/A
Red Hook,40.67625323025089,-74.01275897473559,Hpnotiq Lounge,4d8e5e503bfef04df62b9786,Lounge,40.6768102212682,-74.00614126920622,Brooklyn,NY,0,N/A
Red Hook,40.67625323025089,-74.01275897473559,Seaborne,56964849498e2bf2f5010df8,Lounge,40.68100958449892,-74.00859006487772,Brooklyn,NY,25,7.9
Red Hook,40.67625323025089,-74.01275897473559,Lillie's,4165d880f964a5207d1d1fe3,Lounge,40.67338822087143,-74.01241421699523,New York,NY,,
Red Hook,40.67625323025089,-74.01275897473559,Carroll Gardens Piano,4f245340e4b0e120818930b2,Piano Bar,40.67780817522174,-74.00084797914829,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,DJ Dice HQ,4c438401f0bdd13a0359c8cc,Nightclub,40.679383,-73.877585,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,blue iguana,50c41ab2e4b01b1b6e03852d,Lounge,40.680199524178725,-73.87701491615726,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Whisper's Lounge,4f77e897e4b067aa3004c009,Lounge,40.68449666292779,-73.86914209014638,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Crescent Moon,5658fd6b498ea216357bb991,Lounge,40.68153171824064,-73.8721798554916,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Matts Studio (M877),4eed94919911d70cb80241ba,Rock Club,40.68827130425018,-73.86604110916932,Ridgewood,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Liberty and Essex,502f9d7ae4b0648637b46335,Nightclub,40.67681599128315,-73.88624254522544,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Moneys Room,4e399f2614959f8577ab35d4,Nightclub,40.676804,-73.873009,,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,kary's I Steakhouse,526b274a498ec0ae630300bc,Nightclub,40.677734375,-73.88587188720703,Brooklyn,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,75th,4cfada0cc6cca35d5cf18832,Lounge,40.683474762007506,-73.86439297527808,Ozone Park,NY,,
Cypress Hills,40.68239101144211,-73.87661596457295,Pacific Hall,4ebf28fd5c5c3d470c77198b,Lounge,40.67910016305365,-73.88507117148504,Brooklyn,NY,,
